source;target;weight
49;147;91.65
49;149;36.36
49;161;85.30
49;162;60.46
49;169;93.61
49;170;72.47
49;172;23.63
49;173;8.67
49;176;79.32
49;179;68.62
49;185;53.81
49;188;8.87
49;191;30.83
49;196;92.73
49;197;20.96
49;201;78.45
49;202;30.97
49;213;15.36
49;215;62.49
49;216;56.54
49;220;29.42
49;221;79.04
49;223;56.01
49;227;99.96
49;229;93.47
49;231;47.24
49;232;82.40
49;236;72.20
49;239;17.16
49;251;39.32
49;255;93.87
49;258;12.01
49;259;4.47
49;262;14.61
49;264;26.10
49;265;60.29
49;268;60.99
49;269;64.18
49;271;3.06
49;272;97.60
49;274;10.25
49;276;33.55
49;277;70.01
49;278;83.44
49;279;26.34
49;280;38.44
49;281;88.56
49;284;83.48
49;285;86.03
49;287;42.96
49;289;99.76
49;291;44.00
49;295;65.24
49;296;18.09
49;299;12.91
49;300;39.34
49;301;58.22
49;306;41.15
49;307;95.90
49;309;41.61
49;310;44.65
49;312;82.48
49;315;8.87
49;329;33.23
49;330;46.30
49;331;79.19
49;332;31.75
49;347;60.32
49;349;86.44
49;350;75.71
49;355;34.07
49;357;90.33
49;360;2.36
49;367;68.37
49;369;44.15
49;372;43.15
49;376;58.47
49;379;64.61
49;382;50.38
49;385;4.26
49;386;8.65
49;398;34.02
49;400;76.50
49;401;80.19
49;403;39.80
49;407;10.38
49;408;66.76
49;410;92.26
49;412;53.62
49;415;26.69
49;419;67.34
49;420;14.88
49;423;57.32
49;424;64.41
49;434;58.25
49;436;7.97
49;439;13.87
49;441;3.13
49;442;26.31
49;445;53.34
49;452;4.65
49;458;42.04
49;459;52.15
49;462;47.30
49;464;79.78
49;468;54.75
49;477;50.38
49;478;88.72
49;483;59.57
49;484;53.30
49;485;64.73
49;496;50.30
49;499;15.85
50;1;98.75
50;6;77.70
50;9;12.46
50;12;83.35
50;13;38.46
50;14;42.52
50;15;34.74
50;16;15.13
50;17;8.87
50;19;58.17
50;24;22.25
50;27;21.52
50;28;18.88
50;29;69.45
50;30;30.19
50;37;70.66
50;39;2.93
50;45;4.68
50;52;58.57
50;55;87.74
50;56;97.60
50;59;16.99
50;65;42.02
50;71;44.74
50;74;49.16
50;81;16.41
50;83;32.55
50;84;44.89
50;85;24.77
50;86;14.37
50;87;86.73
50;89;58.81
50;91;74.88
50;92;91.95
50;93;34.22
50;99;17.14
50;103;40.15
50;105;86.68
50;110;37.49
50;115;74.27
50;118;65.38
50;126;45.63
50;130;59.96
50;141;61.95
50;143;86.11
50;149;40.25
50;152;69.61
50;154;58.57
50;155;49.76
50;156;48.54
50;157;91.42
50;160;42.17
50;162;18.42
50;170;45.86
50;174;69.96
50;179;85.54
50;181;82.12
50;182;2.65
50;195;55.94
50;196;66.41
50;197;22.92
50;201;50.55
50;205;38.48
50;209;81.37
50;213;76.49
50;217;10.46
50;218;38.03
50;220;4.87
50;231;70.71
50;232;19.34
50;241;17.47
50;243;3.62
50;246;44.26
50;248;36.40
50;253;52.61
50;254;99.83
50;259;80.69
50;260;88.48
50;262;84.31
50;264;2.62
50;266;48.13
50;267;48.00
50;270;65.71
50;273;77.10
50;276;54.18
50;281;4.95
50;283;15.34
50;286;58.08
50;287;29.43
50;288;58.36
50;290;78.01
50;292;22.48
50;297;39.83
50;300;97.40
50;301;80.72
50;309;29.89
50;315;98.09
50;321;24.53
50;335;40.34
50;338;14.59
50;339;71.64
50;341;21.52
50;344;95.07
50;346;72.07
50;347;15.67
50;351;91.94
50;357;97.01
50;360;28.57
50;362;35.68
50;366;15.17
50;368;13.56
50;371;5.26
50;382;79.66
50;394;13.56
50;402;40.66
50;409;98.27
50;410;65.01
50;418;14.79
50;420;73.57
50;422;35.47
50;424;78.97
50;425;44.98
50;426;62.59
50;427;3.23
50;431;22.95
50;433;45.69
50;439;40.86
50;445;1.22
50;452;24.11
50;454;79.64
50;456;6.97
50;457;50.69
50;458;96.93
50;460;25.79
50;461;87.09
50;466;70.55
50;470;18.48
50;476;19.60
50;477;7.95
50;486;44.61
50;489;68.56
50;491;70.50
50;496;25.96
50;498;25.33
51;14;84.17
51;15;71.15
51;23;69.98
51;26;67.69
51;30;3.29
51;36;71.01
51;37;5.53
51;38;30.63
51;44;63.97
51;45;99.08
51;46;76.86
51;55;57.02
51;61;72.66
51;64;62.54
51;66;75.30
51;69;17.59
51;70;56.68
51;80;1.08
51;93;32.58
51;94;12.19
51;96;80.86
51;97;12.56
51;98;39.04
51;99;4.85
51;100;33.74
51;103;59.78
51;108;34.95
51;109;36.28
51;112;74.81
51;114;48.07
51;118;71.28
51;127;51.39
51;128;15.95
51;131;71.77
51;132;5.70
51;133;77.90
51;137;52.48
51;142;52.79
51;145;1.63
51;146;78.67
51;149;35.21
51;160;97.10
51;167;15.72
51;168;41.11
51;176;74.93
51;183;67.70
51;185;83.50
51;189;59.51
51;191;88.62
51;193;29.62
51;195;84.53
51;200;16.92
51;201;36.05
51;206;5.32
51;207;36.43
51;210;60.15
51;215;71.41
51;216;91.72
51;219;87.96
51;220;56.19
51;221;42.51
51;223;77.53
51;226;13.32
51;229;39.32
51;237;44.53
51;241;71.68
51;242;83.55
51;243;23.06
51;248;29.69
51;254;67.17
51;256;88.52
51;262;22.28
51;263;8.96
51;264;65.04
51;267;61.02
51;269;54.97
51;274;69.58
51;278;49.84
51;288;3.34
51;296;31.54
51;298;17.71
51;299;55.73
51;303;60.04
51;305;73.51
51;309;55.18
51;313;17.04
51;314;14.08
51;315;68.36
51;316;83.15
51;318;96.76
51;320;56.08
51;323;99.62
51;329;97.02
51;332;55.12
51;333;22.00
51;337;38.46
51;338;69.36
51;341;92.01
51;347;25.35
51;349;72.57
51;350;54.16
51;357;65.23
51;363;15.79
51;364;71.67
51;365;79.49
51;367;35.57
51;369;53.49
51;370;15.50
51;378;25.44
51;380;83.20
51;382;34.51
51;384;29.98
51;385;38.68
51;405;68.02
51;406;77.80
51;411;55.56
51;412;37.84
51;415;98.02
51;420;72.49
51;421;51.75
51;423;26.18
51;424;77.53
51;425;4.66
51;429;81.32
51;431;46.48
51;434;1.72
51;439;69.71
51;443;73.54
51;447;73.56
51;453;70.77
51;456;59.84
51;457;35.55
51;460;97.72
51;462;46.88
51;468;46.52
51;474;22.60
51;475;86.09
51;478;15.45
51;479;34.51
51;482;44.33
51;483;26.89
51;485;89.38
51;488;45.64
52;1;66.85
52;6;76.05
52;11;65.00
52;13;85.20
52;14;44.25
52;17;4.81
52;19;95.38
52;21;75.69
52;31;56.81
52;33;89.73
52;39;71.00
52;41;53.45
52;44;34.29
52;47;85.91
52;50;58.57
52;53;54.61
52;55;45.57
52;59;31.88
52;66;37.64
52;67;13.63
52;68;47.81
52;69;99.95
52;71;29.94
52;73;54.99
52;74;15.83
52;75;58.95
52;76;47.73
52;83;47.45
52;84;33.97
52;93;22.56
52;103;95.46
52;105;5.36
52;111;89.94
52;114;81.95
52;115;99.41
52;117;36.13
52;118;81.65
52;123;20.36
52;124;33.52
52;125;81.17
52;128;93.59
52;132;46.18
52;140;35.01
52;143;92.02
52;145;64.11
52;158;32.22
52;159;94.35
52;162;84.00
52;163;84.38
52;165;12.43
52;168;63.31
52;171;80.43
52;172;41.05
52;176;35.59
52;182;68.18
52;186;22.64
52;190;23.79
52;191;10.68
52;196;54.40
52;198;90.16
52;199;85.31
52;200;36.46
52;205;92.90
52;209;54.32
52;213;8.42
52;219;72.44
52;220;52.47
52;223;96.20
52;225;97.03
52;228;43.53
52;231;74.40
52;233;51.16
52;234;97.21
52;235;25.94
52;238;66.89
52;250;52.18
52;251;86.56
52;254;42.90
52;259;32.37
52;261;36.66
52;262;73.33
52;264;70.77
52;265;99.98
52;267;20.94
52;273;41.25
52;274;16.98
52;277;96.95
52;281;76.53
52;282;69.76
52;285;16.18
52;290;3.61
52;291;6.18
52;296;52.93
52;299;7.74
52;302;21.27
52;303;30.36
52;304;68.68
52;306;45.45
52;313;6.24
52;314;45.19
52;316;33.07
52;318;29.57
52;320;88.94
52;325;11.60
52;326;12.45
52;327;21.78
52;330;53.85
52;331;52.33
52;334;32.20
52;337;45.95
52;342;3.82
52;361;86.18
52;362;16.98
52;365;20.39
52;367;87.28
52;369;72.04
52;371;71.26
52;376;46.49
52;378;5.86
52;381;44.35
52;385;91.84
52;386;96.99
52;390;49.88
52;395;44.65
52;406;63.50
52;407;56.26
52;408;38.86
52;410;97.09
52;413;34.40
52;416;40.98
52;421;27.18
52;428;52.74
52;430;72.49
52;431;40.66
52;437;86.68
52;439;31.19
52;444;38.38
52;446;76.82
52;448;41.08
52;450;76.28
52;455;7.56
52;459;37.37
52;460;34.92
52;463;38.01
52;464;57.47
52;465;7.15
52;469;95.05
52;476;58.21
52;477;38.54
52;479;3.46
52;486;29.96
52;487;61.63
52;491;9.70
52;493;84.51
52;496;3.67
52;497;83.42
53;6;6.31
53;10;99.61
53;13;98.85
53;17;51.97
53;18;11.76
53;20;18.02
53;21;30.25
53;29;73.29
53;32;74.42
53;33;26.92
53;38;12.07
53;43;98.71
53;45;3.91
53;49;66.41
53;52;54.61
53;56;45.02
53;64;19.71
53;74;9.21
53;75;39.90
53;76;99.96
53;78;26.37
53;83;15.13
53;91;84.01
53;93;87.27
53;100;70.17
53;106;86.99
53;108;10.17
53;112;94.48
53;114;55.33
53;116;86.45
53;118;52.71
53;128;55.86
53;129;31.91
53;133;91.10
53;138;82.94
53;142;9.90
53;144;63.18
53;147;67.58
53;148;68.47
53;152;49.11
53;154;60.43
53;155;27.88
53;157;74.03
53;159;62.64
53;160;95.83
53;162;46.95
53;169;88.31
53;176;8.81
53;182;77.08
53;183;18.54
53;184;99.14
53;185;15.17
53;197;30.70
53;200;71.88
53;209;3.69
53;220;62.15
53;221;35.77
53;222;81.15
53;230;46.34
53;231;24.31
53;239;40.74
53;243;25.65
53;245;87.22
53;246;39.51
53;247;18.93
53;253;68.13
53;261;11.16
53;267;84.69
53;268;24.02
53;273;13.59
53;275;7.99
53;277;43.36
53;282;36.95
53;284;67.42
53;286;22.14
53;289;51.64
53;292;12.31
53;300;98.23
53;301;72.78
53;303;7.72
53;307;54.82
53;324;79.19
53;325;12.62
53;326;39.55
53;329;51.16
53;331;71.42
53;332;52.94
53;338;82.23
53;339;64.88
53;341;61.66
53;345;83.20
53;348;64.76
53;358;81.82
53;362;30.13
53;374;93.35
53;375;81.26
53;386;56.04
53;389;40.81
53;390;45.48
53;393;97.94
53;401;66.02
53;402;80.05
53;403;90.96
53;407;10.16
53;408;84.11
53;413;22.18
53;417;83.96
53;418;57.19
53;421;11.15
53;422;22.15
53;425;70.00
53;428;25.93
53;429;17.02
53;430;4.74
53;435;65.54
53;436;72.21
53;440;49.27
53;443;95.38
53;444;64.69
53;447;39.97
53;448;20.43
53;450;11.35
53;451;44.20
53;452;26.84
53;458;66.43
53;459;32.55
53;462;22.97
53;467;97.34
53;469;48.27
53;470;9.35
53;473;90.77
53;474;35.15
53;478;28.02
53;483;72.01
53;489;97.63
53;491;15.49
53;492;14.59
53;493;80.97
53;494;73.66
53;496;41.59
53;498;1.92
53;499;46.22
54;3;64.68
54;4;8.03
54;10;88.87
54;12;32.90
54;14;22.91
54;15;64.93
54;21;61.40
54;22;71.07
54;28;30.40
54;29;68.20
54;31;79.88
54;38;94.61
54;40;30.12
54;47;62.74
54;48;81.60
54;57;98.75
54;58;67.46
54;59;48.21
54;60;55.07
54;65;85.99
54;66;11.48
54;68;84.67
54;73;75.83
54;76;35.65
54;78;9.44
54;79;22.15
54;80;6.52
54;84;35.17
54;85;97.39
54;88;94.01
54;95;84.94
54;115;72.09
54;116;15.55
54;118;6.30
54;122;20.97
54;125;75.62
54;130;41.13
54;133;48.17
54;138;57.76
54;141;53.71
54;142;73.73
54;156;48.47
54;163;20.60
54;167;24.10
54;170;19.36
54;171;94.77
54;174;56.58
54;176;60.49
54;177;22.14
54;180;18.48
54;183;49.03
54;185;20.86
54;193;16.84
54;196;32.11
54;212;30.64
54;219;8.36
54;221;21.82
54;222;43.13
54;230;70.28
54;233;5.72
54;235;62.76
54;238;58.48
54;243;70.68
54;245;14.19
54;248;38.81
54;249;28.27
54;250;22.03
54;251;23.26
54;252;71.45
54;254;62.71
54;256;15.12
54;257;10.69
54;260;45.51
54;261;23.23
54;278;6.41
54;291;71.06
54;295;3.41
54;305;41.93
54;310;73.77
54;311;75.69
54;320;47.96
54;326;68.97
54;332;95.15
54;338;94.15
54;343;98.71
54;345;33.98
54;347;70.97
54;350;93.21
54;351;69.66
54;354;93.85
54;357;30.68
54;358;16.63
54;359;66.23
54;364;89.24
54;370;57.49
54;372;86.30
54;380;22.76
54;384;10.59
54;385;20.35
54;387;69.23
54;389;5.84
54;393;41.15
54;398;30.97
54;400;12.37
54;403;94.62
54;405;13.98
54;407;35.42
54;411;19.91
54;416;44.95
54;418;1.71
54;423;89.59
54;426;25.18
54;427;28.76
54;429;96.25
54;440;57.07
54;441;39.38
54;445;89.23
54;450;74.45
54;454;80.58
54;461;36.17
54;473;10.99
54;474;11.13
54;476;65.78
54;483;75.05
54;486;36.71
54;494;24.98
54;499;68.26
55;2;56.13
55;7;48.93
55;8;47.38
55;9;21.52
55;13;52.26
55;19;86.10
55;24;31.16
55;26;13.99
55;29;14.69
55;30;26.58
55;31;27.90
55;33;33.49
55;36;91.39
55;40;48.27
55;47;3.77
55;49;32.69
55;50;87.74
55;51;57.02
55;52;45.57
55;57;50.54
55;64;98.48
55;68;7.16
55;69;27.89
55;72;5.14
55;74;20.76
55;76;59.35
55;79;74.09
55;81;77.01
55;85;17.59
55;88;51.10
55;89;81.20
55;90;91.64
55;92;14.20
55;93;47.35
55;94;93.64
55;95;96.56
55;101;95.22
55;109;72.61
55;111;46.68
55;112;80.32
55;121;85.55
55;122;7.55
55;123;89.82
55;125;45.02
55;134;20.47
55;138;10.65
55;139;37.72
55;143;54.19
55;144;13.42
55;145;79.59
55;148;78.82
55;150;41.69
55;154;82.27
55;155;15.17
55;156;63.66
55;157;89.18
55;159;79.03
55;162;52.88
55;167;33.03
55;168;62.10
55;171;39.34
55;177;95.41
55;178;14.88
55;187;20.13
55;188;68.55
55;191;16.80
55;192;91.94
55;194;82.58
55;196;7.86
55;199;91.55
55;201;84.27
55;202;52.61
55;205;42.16
55;206;77.38
55;208;27.35
55;214;12.10
55;215;50.76
55;216;18.67
55;219;96.61
55;222;89.61
55;225;55.17
55;228;32.48
55;231;46.25
55;232;22.84
55;234;68.39
55;235;72.68
55;239;27.19
55;240;73.06
55;242;93.23
55;254;6.59
55;259;58.77
55;260;1.11
55;267;7.43
55;275;20.25
55;278;55.20
55;279;21.92
55;281;68.82
55;282;9.76
55;288;25.51
55;289;2.74
55;297;81.28
55;302;78.65
55;308;56.93
55;309;84.23
55;323;14.65
55;329;91.72
55;332;50.46
55;333;96.40
55;336;14.25
55;337;73.51
55;346;94.66
55;355;43.65
55;356;11.29
55;358;10.29
55;361;16.67
55;364;37.46
55;365;31.35
55;368;37.95
55;370;52.83
55;371;34.01
55;373;87.54
55;379;83.01
55;385;53.85
55;388;62.16
55;390;44.72
55;391;30.40
55;393;60.37
55;395;94.85
55;396;93.72
55;397;89.66
55;400;19.20
55;402;77.76
55;407;9.72
55;410;75.69
55;411;54.82
55;416;48.39
55;417;39.59
55;418;58.95
55;427;87.06
55;428;41.43
55;431;91.30
55;437;14.60
55;438;53.79
55;445;47.28
55;447;91.02
55;450;57.63
55;460;85.44
55;462;9.59
55;465;98.47
55;471;11.00
55;474;16.90
55;477;21.46
55;481;96.56
55;482;28.36
55;486;87.79
55;490;74.30
55;494;54.22
55;497;66.61
55;499;74.82
56;4;49.28
56;11;1.78
56;12;84.88
56;17;61.41
56;19;78.01
56;20;19.77
56;22;56.72
56;23;33.66
56;24;75.22
56;32;59.03
56;41;43.45
56;42;55.94
56;48;87.86
56;50;97.60
56;53;45.02
56;60;3.31
56;63;67.77
56;65;76.39
56;73;74.19
56;79;25.35
56;84;99.99
56;85;48.50
56;90;41.20
56;94;93.81
56;97;18.93
56;100;98.42
56;103;44.18
56;107;13.18
56;110;22.31
56;111;93.28
56;116;44.06
56;120;74.80
56;127;67.89
56;131;33.41
56;141;9.28
56;142;84.68
56;144;29.71
56;145;89.55
56;148;19.70
56;150;1.20
56;155;70.14
56;156;79.53
56;166;24.93
56;167;82.51
56;169;89.10
56;172;68.69
56;180;15.60
56;181;8.45
56;189;5.22
56;191;77.61
56;193;52.93
56;195;20.66
56;196;29.71
56;200;83.31
56;201;68.40
56;202;93.64
56;207;12.28
56;208;17.37
56;212;40.47
56;215;91.20
56;225;38.13
56;230;15.93
56;234;48.14
56;236;70.11
56;240;7.00
56;242;12.01
56;249;78.59
56;250;69.27
56;253;30.66
56;254;73.11
56;259;79.89
56;260;91.41
56;261;57.20
56;272;19.72
56;274;54.57
56;278;47.52
56;279;10.89
56;281;83.49
56;283;74.35
56;284;40.38
56;286;12.21
56;288;96.45
56;294;99.87
56;296;32.81
56;300;20.87
56;302;74.42
56;304;97.05
56;306;3.64
56;310;38.94
56;311;30.67
56;312;57.07
56;316;69.50
56;328;75.59
56;329;36.86
56;332;9.82
56;341;10.96
56;344;80.09
56;346;39.27
56;348;86.84
56;351;13.70
56;352;57.32
56;353;3.78
56;358;60.74
56;359;17.87
56;360;40.98
56;368;47.26
56;373;52.72
56;386;34.21
56;388;94.77
56;391;91.73
56;405;52.30
56;406;99.44
56;412;67.56
56;414;19.15
56;418;38.32
56;419;17.15
56;421;58.24
56;428;5.72
56;430;75.69
56;434;21.54
56;449;78.41
56;451;40.44
56;455;87.08
56;463;95.57
56;465;71.81
56;466;13.05
56;467;13.26
56;468;74.91
56;469;66.01
56;475;94.48
56;482;90.27
56;485;58.23
56;497;51.94
56;498;61.17
57;0;4.25
57;4;71.32
57;8;73.77
57;9;20.12
57;10;11.62
57;17;29.97
57;22;68.97
57;27;94.82
57;28;98.66
57;29;35.08
57;31;28.39
57;37;63.11
57;39;82.53
57;45;35.56
57;54;98.75
57;55;50.54
57;59;41.73
57;64;29.75
57;65;4.10
57;67;57.66
57;68;35.88
57;69;55.05
57;80;97.21
57;81;26.38
57;83;31.82
57;85;79.32
57;90;39.14
57;91;97.76
57;93;15.77
57;99;71.32
57;103;11.89
57;104;22.43
57;106;47.89
57;115;28.97
57;117;57.01
57;119;76.61
57;129;64.58
57;131;25.43
57;132;37.61
57;133;19.68
57;136;68.45
57;139;82.42
57;140;73.09
57;141;82.35
57;151;61.40
57;154;87.05
57;155;9.64
57;158;16.89
57;159;37.79
57;160;17.26
57;162;82.68
57;163;75.58
57;164;52.98
57;174;74.98
57;189;67.14
57;191;49.09
57;194;19.74
57;198;41.85
57;199;64.47
57;201;92.93
57;202;56.97
57;208;76.92
57;209;62.17
57;219;63.05
57;225;25.03
57;237;48.78
57;245;54.95
57;250;16.57
57;254;57.75
57;255;54.94
57;261;63.67
57;264;73.21
57;265;17.73
57;266;4.43
57;268;3.94
57;273;3.01
57;276;19.92
57;279;12.45
57;286;29.20
57;287;5.72
57;294;33.38
57;295;69.56
57;297;83.10
57;298;94.85
57;301;30.24
57;303;27.65
57;304;41.94
57;307;51.20
57;309;60.14
57;316;56.53
57;318;66.59
57;319;32.66
57;322;82.80
57;328;2.16
57;329;24.66
57;334;10.85
57;338;19.09
57;339;57.76
57;340;55.67
57;341;61.38
57;343;54.41
57;346;1.49
57;354;60.85
57;356;72.64
57;358;5.79
57;359;27.90
57;362;20.25
57;364;33.27
57;365;12.27
57;368;20.56
57;371;62.40
57;372;94.45
57;374;50.50
57;378;37.16
57;379;60.73
57;380;24.66
57;381;3.43
57;384;83.27
57;399;45.02
57;403;27.68
57;411;46.07
57;418;36.04
57;422;12.95
57;426;2.53
57;428;70.64
57;433;74.83
57;436;88.30
57;437;23.62
57;439;29.14
57;445;31.84
57;446;94.15
57;451;27.31
57;453;49.52
57;454;55.86
57;456;3.62
57;459;11.04
57;461;28.62
57;462;50.59
57;463;16.22
57;467;24.86
57;471;83.86
57;477;5.35
57;479;59.96
57;482;97.84
57;483;11.42
57;488;56.43
57;489;92.00
57;490;99.97
57;495;10.52
58;3;72.09
58;5;60.04
58;11;10.04
58;18;57.03
58;20;92.96
58;23;51.05
58;31;35.80
58;33;1.29
58;35;99.46
58;45;60.10
58;46;5.83
58;54;67.46
58;59;23.05
58;63;76.93
58;64;26.84
58;65;65.37
58;67;16.04
58;72;3.18
58;73;36.99
58;76;26.12
58;86;11.05
58;88;18.57
58;90;12.61
58;92;76.02
58;93;58.04
58;98;91.38
58;101;90.12
58;105;29.28
58;106;89.12
58;108;43.74
58;111;70.63
58;117;46.80
58;121;11.61
58;123;43.31
58;126;78.25
58;129;54.74
58;134;11.57
58;136;33.47
58;137;53.16
58;147;81.41
58;150;25.46
58;153;13.09
58;157;75.72
58;168;79.44
58;170;48.97
58;171;98.98
58;182;35.38
58;185;16.97
58;187;44.87
58;189;84.20
58;191;4.50
58;192;31.09
58;195;66.51
58;197;76.21
58;198;83.36
58;203;90.04
58;211;32.60
58;214;54.30
58;215;46.60
58;216;25.66
58;218;55.87
58;221;50.35
58;223;82.91
58;229;26.56
58;233;68.62
58;235;1.46
58;243;70.74
58;244;35.26
58;246;59.90
58;255;50.69
58;259;97.43
58;262;7.17
58;266;58.66
58;268;1.93
58;271;41.45
58;272;64.23
58;275;47.72
58;276;15.02
58;292;9.04
58;298;85.82
58;299;61.58
58;305;30.42
58;306;85.85
58;307;48.30
58;310;81.93
58;312;13.01
58;314;14.45
58;317;44.57
58;320;20.95
58;321;47.72
58;322;33.59
58;323;77.70
58;324;28.92
58;327;93.19
58;328;26.71
58;337;17.61
58;338;11.86
58;340;75.23
58;341;7.93
58;344;80.69
58;345;5.75
58;348;9.46
58;350;58.22
58;355;58.41
58;361;26.10
58;364;4.12
58;366;50.51
58;377;45.97
58;378;26.20
58;382;35.92
58;384;82.06
58;387;3.53
58;388;97.75
58;389;30.04
58;395;17.03
58;400;64.95
58;403;71.07
58;404;87.88
58;405;52.93
58;412;96.77
58;414;26.48
58;420;44.75
58;427;36.35
58;428;98.45
58;432;79.15
58;435;61.13
58;437;62.80
58;439;43.92
58;443;64.06
58;447;32.83
58;450;70.23
58;455;78.10
58;465;84.53
58;466;48.32
58;469;65.60
58;471;86.52
58;474;13.29
58;477;19.42
58;478;52.66
58;480;68.59
58;483;82.39
58;485;44.30
58;488;63.76
58;493;69.12
59;6;88.23
59;8;13.04
59;9;53.17
59;11;41.55
59;17;43.56
59;18;98.43
59;20;24.33
59;21;97.65
59;22;1.16
59;29;27.71
59;31;99.38
59;34;72.22
59;36;53.25
59;40;60.63
59;41;90.74
59;44;82.58
59;47;12.70
59;49;67.22
59;50;16.99
59;52;31.88
59;54;48.21
59;57;41.73
59;58;23.05
59;60;71.42
59;70;44.90
59;71;16.19
59;77;27.05
59;84;45.52
59;88;9.41
59;91;64.37
59;93;3.32
59;94;47.74
59;97;24.34
59;99;12.65
59;103;32.89
59;104;10.08
59;108;63.60
59;111;43.35
59;115;51.79
59;116;63.01
59;118;48.01
59;121;63.34
59;125;95.86
59;126;26.50
59;131;47.62
59;140;89.65
59;145;56.41
59;147;81.68
59;156;9.96
59;167;41.19
59;168;10.43
59;173;59.63
59;175;23.01
59;177;6.98
59;186;47.91
59;188;73.16
59;192;89.00
59;196;66.95
59;197;83.41
59;201;10.76
59;215;95.98
59;218;55.43
59;222;4.59
59;224;34.59
59;225;58.15
59;229;56.83
59;230;68.36
59;235;26.61
59;237;51.07
59;241;45.26
59;242;17.02
59;249;84.28
59;252;68.99
59;253;57.50
59;254;22.30
59;263;46.85
59;265;70.44
59;274;39.62
59;275;99.35
59;278;53.06
59;285;9.01
59;286;2.81
59;287;32.76
59;291;35.11
59;292;78.80
59;296;30.70
59;297;54.02
59;298;66.52
59;301;61.22
59;303;42.69
59;304;72.97
59;305;44.16
59;308;1.44
59;310;53.69
59;311;14.41
59;314;6.99
59;315;92.00
59;319;1.77
59;327;54.63
59;329;14.03
59;330;49.28
59;335;51.53
59;336;5.23
59;339;44.93
59;341;70.71
59;342;24.84
59;345;49.31
59;355;84.41
59;359;24.99
59;361;40.06
59;362;7.62
59;363;73.58
59;366;76.10
59;368;95.01
59;371;40.10
59;375;10.31
59;376;75.55
59;381;21.18
59;384;7.21
59;387;38.88
59;389;44.45
59;394;93.69
59;397;28.80
59;399;27.32
59;410;64.61
59;411;90.72
59;412;14.15
59;413;73.36
59;420;69.27
59;421;91.62
59;422;20.56
59;436;97.31
59;441;73.08
59;443;31.47
59;445;59.00
59;448;5.26
59;451;2.38
59;456;70.72
59;458;72.41
59;460;73.62
59;461;4.74
59;462;65.00
59;467;95.34
59;468;15.50
59;469;4.33
59;477;73.98
59;480;23.18
59;488;62.89
59;492;2.14
59;493;76.76
59;494;30.98
59;495;27.37
60;2;38.95
60;3;81.66
60;7;57.45
60;11;9.26
60;13;72.64
60;14;58.23
60;18;40.04
60;24;40.11
60;26;37.36
60;27;17.97
60;28;34.08
60;29;97.91
60;31;15.55
60;35;92.87
60;36;36.96
60;54;55.07
60;56;3.31
60;59;71.42
60;64;42.88
60;71;86.49
60;72;35.85
60;76;48.64
60;77;91.92
60;81;21.39
60;83;2.90
60;85;72.41
60;86;57.20
60;88;1.29
60;95;96.99
60;96;16.25
60;97;40.56
60;104;68.60
60;105;54.84
60;107;28.79
60;108;15.99
60;111;72.07
60;114;69.81
60;118;31.53
60;120;87.74
60;124;3.23
60;129;58.16
60;130;30.49
60;137;78.23
60;139;65.42
60;141;39.11
60;143;37.14
60;155;87.90
60;159;62.00
60;165;82.81
60;171;54.29
60;172;53.83
60;174;47.94
60;176;51.19
60;178;85.17
60;180;82.47
60;181;15.17
60;182;3.01
60;184;11.33
60;188;76.29
60;189;20.34
60;190;46.85
60;191;52.96
60;194;31.54
60;197;49.37
60;199;45.51
60;204;51.06
60;218;80.06
60;219;83.92
60;220;37.10
60;224;58.48
60;228;24.29
60;235;53.94
60;238;31.54
60;244;66.11
60;246;81.99
60;249;31.94
60;250;75.89
60;254;73.11
60;258;63.54
60;274;65.79
60;278;34.84
60;279;56.15
60;284;32.51
60;287;92.39
60;289;20.39
60;291;73.99
60;292;50.36
60;293;56.64
60;313;12.16
60;314;74.13
60;315;73.22
60;324;13.54
60;334;95.66
60;335;83.83
60;336;8.64
60;338;4.50
60;345;55.00
60;350;95.34
60;353;73.13
60;355;64.41
60;357;70.53
60;363;67.76
60;366;73.23
60;368;22.91
60;372;24.88
60;377;65.71
60;394;16.86
60;395;68.44
60;398;18.06
60;404;78.06
60;405;88.46
60;407;15.36
60;409;39.21
60;411;49.58
60;413;37.25
60;418;4.03
60;420;61.07
60;427;25.39
60;429;93.65
60;433;1.68
60;435;10.04
60;443;42.97
60;444;63.63
60;445;84.28
60;449;20.79
60;450;3.35
60;452;9.87
60;453;68.11
60;456;81.42
60;460;24.17
60;463;52.78
60;473;34.14
60;474;43.69
60;475;96.67
60;476;30.51
60;481;95.32
60;485;98.75
60;488;87.18
60;493;18.24
60;497;50.08
61;1;3.80
61;3;71.81
61;5;6.78
61;7;97.51
61;10;8.40
61;11;37.82
61;15;66.19
61;17;28.26
61;19;91.30
61;22;15.62
61;23;74.63
61;27;46.21
61;28;70.70
61;38;44.89
61;42;68.53
61;46;41.84
61;47;4.92
61;51;72.66
61;63;65.29
61;66;4.96
61;68;54.81
61;70;68.12
61;74;80.19
61;82;73.14
61;84;43.51
61;86;92.07
61;90;98.44
61;92;10.44
61;94;86.01
61;97;30.65
61;99;78.33
61;100;76.53
61;105;92.00
61;107;94.51
61;110;50.71
61;111;94.97
61;113;59.55
61;121;72.14
61;125;94.70
61;127;48.53
61;129;45.16
61;133;19.59
61;137;68.83
61;138;68.82
61;145;27.02
61;148;55.20
