source;target;weight
60;19;67.71
60;22;16.26
60;24;52.66
60;26;3.24
60;27;32.04
60;29;39.42
60;31;97.92
60;35;45.01
60;41;25.79
60;43;74.41
60;46;92.56
60;51;97.50
60;52;24.07
60;56;49.94
60;64;76.56
60;73;86.86
60;75;65.04
60;84;90.84
60;87;53.68
60;88;31.55
60;89;78.97
60;91;18.14
60;92;41.98
60;98;54.85
61;2;82.03
61;5;9.53
61;8;91.25
61;17;19.01
61;23;46.89
61;25;33.74
61;26;33.50
61;31;9.70
61;42;38.42
61;43;62.65
61;48;49.77
61;49;35.89
61;64;88.93
61;68;29.68
61;70;4.69
61;81;32.97
61;83;29.13
61;87;27.64
61;92;52.65
61;93;68.10
61;99;75.86
62;5;21.39
62;9;19.83
62;12;73.25
62;20;42.97
62;21;58.68
62;23;78.20
62;34;91.11
62;35;54.49
62;37;88.28
62;41;77.29
62;43;20.44
62;44;64.12
62;46;73.89
62;52;78.84
62;57;63.28
62;58;31.18
62;64;28.38
62;73;5.62
62;74;89.36
62;75;86.34
62;77;64.23
62;79;70.66
62;80;14.02
62;81;85.44
62;93;85.34
62;94;22.30
63;8;55.06
63;12;31.26
63;13;48.92
63;18;2.50
63;23;58.84
63;25;55.54
63;34;30.44
63;35;76.03
63;41;13.75
63;45;8.66
63;48;52.73
63;52;11.48
63;56;86.13
63;64;90.69
63;65;29.31
63;68;49.32
63;69;45.06
63;72;13.86
63;74;85.73
63;78;53.44
63;80;35.10
63;83;66.45
63;84;73.36
63;86;23.74
63;96;68.82
63;97;97.41
64;0;60.89
64;1;52.85
64;5;49.49
64;7;97.78
64;8;21.37
64;10;26.73
64;15;29.30
64;17;76.91
64;18;15.92
64;19;96.91
64;22;94.31
64;26;19.93
64;28;75.71
64;29;72.60
64;30;31.16
64;31;4.90
64;33;38.86
64;35;50.61
64;47;41.56
64;53;51.73
64;55;64.49
64;56;72.46
64;60;76.56
64;61;88.93
64;62;28.38
64;63;90.69
64;65;49.37
64;66;64.99
64;69;42.09
64;73;42.86
64;76;85.99
64;78;66.95
64;79;14.19
64;81;19.95
64;82;45.78
64;83;27.34
64;87;82.33
64;91;41.74
64;93;34.50
64;96;96.01
64;98;50.96
65;8;96.59
65;20;87.09
65;24;35.74
65;28;7.50
65;29;46.55
65;33;93.42
65;44;64.57
65;48;98.49
65;49;53.83
65;53;7.05
65;56;31.62
65;63;29.31
65;64;49.37
65;68;69.08
65;69;63.37
65;72;44.47
65;77;55.15
65;82;62.34
65;84;24.27
65;85;10.50
65;86;92.35
65;92;40.30
65;99;7.39
66;1;10.07
66;2;74.04
66;3;79.69
66;5;5.41
66;6;76.45
66;7;59.86
66;9;37.70
66;13;33.22
66;18;18.51
66;24;17.54
66;25;20.35
66;29;85.11
66;34;4.71
66;38;7.28
66;45;44.61
66;47;50.08
66;50;59.30
66;52;1.44
66;58;99.59
66;59;75.58
66;64;64.99
66;67;25.87
66;69;10.93
66;72;73.58
66;75;39.01
66;76;70.47
66;77;82.09
66;78;59.89
66;81;94.38
66;84;87.20
66;86;94.20
66;87;45.40
66;91;88.23
67;3;71.37
67;4;22.19
67;5;34.47
67;11;34.16
67;12;14.25
67;16;92.26
67;19;33.16
67;24;23.13
67;25;90.66
67;28;85.90
67;30;53.48
67;33;51.52
67;42;59.74
67;47;83.32
67;49;3.18
67;53;44.44
67;55;4.53
67;58;50.93
67;66;25.87
67;69;40.62
67;72;49.57
67;73;12.05
67;76;15.40
67;77;10.06
67;81;43.10
67;83;2.36
67;86;46.44
67;96;88.74
68;0;11.42
68;2;44.45
68;4;6.41
68;7;51.69
68;18;16.93
68;24;71.47
68;27;33.05
68;31;84.66
68;41;58.14
68;42;68.94
68;46;43.29
68;52;86.22
68;61;29.68
68;63;49.32
68;65;69.08
68;72;20.50
68;73;69.86
68;76;48.48
68;78;86.55
68;81;4.11
68;82;85.47
68;83;9.56
68;87;43.78
68;88;62.56
68;89;34.96
68;90;96.18
68;96;8.97
68;98;8.23
68;99;90.03
69;1;73.24
69;16;44.81
69;25;32.56
69;27;88.60
69;28;15.04
69;29;75.85
69;30;79.38
69;31;48.63
69;34;25.60
69;36;59.93
69;40;89.14
69;42;9.92
69;44;83.08
69;45;42.97
69;46;41.10
69;50;40.08
69;52;22.88
69;53;37.27
69;54;71.58
69;56;99.69
69;63;45.06
69;64;42.09
69;65;63.37
69;66;10.93
69;67;40.62
69;70;40.16
69;71;47.50
69;73;2.62
69;75;12.70
69;76;52.02
69;77;67.29
69;82;93.43
69;83;9.29
69;85;15.10
69;86;20.73
69;93;81.82
69;94;71.30
69;97;8.68
69;99;74.85
70;2;21.33
70;10;17.36
70;11;89.56
70;15;48.55
70;18;82.09
70;19;67.48
70;27;7.69
70;30;5.96
70;35;97.29
70;36;45.11
70;38;54.74
70;39;28.54
70;43;44.76
70;44;98.51
70;50;24.64
70;51;94.68
70;56;54.99
70;57;7.36
70;61;4.69
70;69;40.16
70;74;93.73
70;80;93.30
70;82;80.09
70;86;99.98
70;87;7.87
70;88;24.88
70;94;34.51
70;96;79.44
70;97;27.35
71;2;79.88
71;12;15.16
71;16;38.61
71;20;28.33
71;25;16.45
71;28;61.67
71;33;63.86
71;34;89.99
71;36;37.47
71;38;63.92
71;42;70.25
71;43;81.48
71;47;2.71
71;52;42.50
71;55;14.08
71;59;41.31
71;69;47.50
71;73;44.92
71;76;35.62
71;77;97.99
71;81;39.88
71;90;2.25
71;98;62.17
71;99;91.15
72;1;53.50
72;2;10.19
72;4;7.81
72;5;21.04
72;7;24.96
72;11;8.84
72;12;25.92
72;13;50.99
72;16;16.67
72;22;62.48
72;26;31.29
72;29;56.26
72;35;80.29
72;44;34.71
72;46;34.59
72;50;14.51
72;55;48.06
72;59;6.57
72;63;13.86
72;65;44.47
72;66;73.58
72;67;49.57
72;68;20.50
72;73;26.68
72;75;29.81
72;76;35.10
72;77;57.04
72;78;17.42
72;79;68.91
72;87;60.02
72;88;35.64
72;92;81.12
72;93;36.44
72;94;46.61
72;95;39.16
72;99;76.46
73;0;22.38
73;1;34.09
73;9;25.61
73;12;16.53
73;13;40.41
73;15;70.63
73;18;76.94
73;20;88.87
73;24;20.32
73;25;47.72
73;31;78.73
73;34;75.98
73;41;73.99
73;44;39.86
73;47;89.78
73;48;79.72
73;49;9.86
73;55;20.45
73;60;86.86
73;62;5.62
73;64;42.86
73;67;12.05
73;68;69.86
73;69;2.62
73;71;44.92
73;72;26.68
73;80;16.35
73;83;63.79
73;86;27.75
73;90;4.36
73;91;30.36
73;93;40.19
73;95;30.74
74;1;52.55
74;5;65.03
74;9;16.01
74;10;14.44
74;11;3.63
74;13;18.03
74;14;56.45
74;15;58.51
74;18;85.56
74;19;40.02
74;21;71.14
74;23;88.41
74;38;23.61
74;39;55.88
74;43;14.18
74;48;56.57
74;49;61.88
74;51;30.85
74;52;69.57
74;54;50.16
74;57;95.88
74;62;89.36
74;63;85.73
74;70;93.73
74;75;60.09
74;76;54.64
74;77;93.67
74;79;94.56
74;81;83.56
74;82;48.46
74;83;80.27
74;84;6.17
74;85;8.45
74;90;16.28
75;2;39.13
75;4;5.62
75;5;65.18
75;7;45.24
75;12;68.95
75;13;91.83
75;14;55.79
75;19;48.56
75;20;93.83
75;23;96.39
75;26;11.16
75;38;88.28
75;39;61.02
75;41;78.12
75;43;57.96
75;44;22.45
75;45;33.17
75;46;66.45
75;47;24.12
75;48;68.12
75;51;51.76
75;53;12.59
75;58;25.24
75;60;65.04
75;62;86.34
75;66;39.01
75;69;12.70
75;72;29.81
75;74;60.09
75;79;94.99
75;81;83.62
75;82;71.92
75;87;73.54
75;88;2.37
75;89;8.62
75;93;3.88
75;95;27.27
75;97;84.92
75;98;93.17
76;0;78.07
76;3;79.01
76;6;5.96
76;11;4.90
76;12;12.83
76;13;77.10
76;14;1.87
76;19;41.02
76;32;69.21
76;34;18.17
76;36;69.64
76;37;72.60
76;43;47.11
76;44;38.03
76;45;27.95
76;53;48.20
76;57;9.74
76;58;75.64
76;64;85.99
76;66;70.47
76;67;15.40
76;68;48.48
76;69;52.02
76;71;35.62
76;72;35.10
76;74;54.64
76;81;14.70
76;85;6.45
76;90;74.90
76;91;75.76
76;93;89.69
76;99;88.59
77;2;38.67
77;9;42.89
77;12;79.45
77;13;15.01
77;16;92.56
77;17;4.76
77;22;19.19
77;24;93.27
77;28;75.57
77;29;62.57
77;30;21.23
77;33;40.55
77;36;11.88
77;39;97.74
77;40;91.07
77;45;51.15
77;47;87.13
77;54;84.63
77;56;79.12
77;62;64.23
77;65;55.15
77;66;82.09
77;67;10.06
77;69;67.29
77;71;97.99
77;72;57.04
77;74;93.67
77;79;94.42
77;83;73.04
77;92;91.35
77;96;60.15
77;97;19.57
78;0;5.46
78;1;87.44
78;2;94.97
78;4;25.76
78;5;53.04
78;6;73.80
78;7;59.92
78;9;29.71
78;10;37.04
78;13;66.87
78;14;3.19
78;21;97.99
78;32;78.18
78;34;76.67
78;37;29.83
78;40;88.29
78;42;54.10
78;48;41.83
78;53;63.50
78;63;53.44
78;64;66.95
78;66;59.89
78;68;86.55
78;72;17.42
78;81;35.82
78;84;47.22
78;85;36.52
78;91;41.10
78;92;51.66
78;96;80.34
79;2;85.12
79;4;81.25
79;5;95.28
79;9;53.20
79;12;86.27
79;16;8.31
79;17;61.44
79;19;23.25
79;34;43.58
79;36;70.13
79;37;40.91
79;42;89.80
79;43;33.39
79;45;98.20
79;47;32.01
79;51;33.45
79;52;61.76
79;54;64.39
79;59;57.16
79;62;70.66
79;64;14.19
79;72;68.91
79;74;94.56
79;75;94.99
79;77;94.42
79;82;43.08
79;90;45.72
79;93;59.93
79;94;59.12
79;95;38.24
79;98;62.36
80;0;82.37
80;18;42.78
80;27;25.14
80;28;78.54
80;30;43.72
80;31;19.10
80;32;9.24
80;33;32.63
80;42;6.37
80;43;98.99
80;46;81.91
80;47;12.80
80;51;20.50
80;54;51.34
80;55;42.78
80;57;69.16
80;62;14.02
80;63;35.10
80;70;93.30
80;73;16.35
80;86;7.04
80;89;66.88
80;93;21.81
81;0;13.98
81;5;17.26
81;8;91.79
81;12;58.52
81;21;45.55
81;22;14.78
81;26;92.82
81;35;43.61
81;38;6.78
81;40;8.28
81;44;44.54
81;45;5.70
81;46;53.27
81;49;57.23
81;51;83.29
81;53;42.57
81;55;18.06
81;56;36.78
81;57;64.99
81;61;32.97
81;62;85.44
81;64;19.95
81;66;94.38
81;67;43.10
81;68;4.11
81;71;39.88
81;74;83.56
81;75;83.62
81;76;14.70
81;78;35.82
81;82;86.10
81;87;74.77
81;96;18.15
82;2;72.58
82;5;5.09
82;8;76.38
82;9;8.25
82;10;11.73
82;11;39.99
82;12;70.77
82;14;59.37
82;18;50.77
82;19;97.22
82;21;30.00
82;24;2.75
82;28;76.88
82;29;33.98
82;32;79.33
82;35;12.72
82;41;18.79
82;44;15.05
82;52;75.66
82;53;24.19
82;56;57.85
82;64;45.78
82;65;62.34
82;68;85.47
82;69;93.43
82;70;80.09
82;74;48.46
82;75;71.92
82;79;43.08
82;81;86.10
82;84;71.08
82;90;8.62
82;94;66.66
82;99;64.06
83;1;83.44
83;8;79.78
83;14;46.79
83;15;65.20
83;30;2.84
83;31;82.29
83;35;14.09
83;54;16.81
83;61;29.13
83;63;66.45
83;64;27.34
83;67;2.36
83;68;9.56
83;69;9.29
83;73;63.79
83;74;80.27
83;77;73.04
83;86;35.96
83;87;31.68
83;91;86.88
83;97;16.66
84;3;35.29
84;9;81.17
84;12;81.33
84;15;63.31
84;20;37.74
84;21;90.34
84;23;22.33
84;24;52.07
84;28;70.04
84;29;43.36
84;31;5.08
84;35;26.76
84;37;5.51
84;39;60.39
84;41;17.92
84;45;45.40
84;50;92.10
84;51;98.66
84;56;44.04
84;58;12.44
84;59;9.07
84;60;90.84
84;63;73.36
84;65;24.27
84;66;87.20
84;74;6.17
84;78;47.22
84;82;71.08
84;85;80.05
84;86;29.43
84;87;79.39
84;90;54.16
84;91;35.11
84;95;78.79
84;96;97.29
84;97;96.28
84;99;27.44
85;4;93.34
85;11;74.78
85;16;33.54
85;17;22.59
85;22;63.56
85;23;84.08
85;24;28.53
85;25;26.99
85;28;24.85
85;30;6.84
85;31;43.23
85;43;29.91
85;47;39.29
85;65;10.50
85;69;15.10
85;74;8.45
85;76;6.45
85;78;36.52
85;84;80.05
85;87;77.78
85;89;54.70
85;92;11.91
85;93;24.78
86;6;66.56
86;9;56.28
86;12;67.40
86;16;82.67
86;20;82.15
86;22;22.81
86;24;2.96
86;27;67.77
86;31;61.62
86;32;29.24
86;37;47.98
86;40;12.29
86;41;15.63
86;49;53.45
86;58;66.04
86;63;23.74
86;65;92.35
86;66;94.20
86;67;46.44
86;69;20.73
86;70;99.98
86;73;27.75
86;80;7.04
86;83;35.96
86;84;29.43
86;93;17.03
86;95;36.35
86;97;80.13
86;98;85.54
86;99;49.53
87;0;58.93
87;4;40.74
87;6;83.95
87;7;9.56
87;9;55.69
87;10;11.74
87;20;51.65
87;21;31.00
87;23;18.79
87;24;33.27
87;25;35.89
87;33;17.84
87;36;86.27
87;39;38.15
87;44;46.78
87;48;50.28
87;49;54.65
87;50;13.74
87;52;22.25
87;53;36.87
87;54;88.91
87;60;53.68
87;61;27.64
87;64;82.33
87;66;45.40
87;68;43.78
87;70;7.87
87;72;60.02
87;75;73.54
87;81;74.77
87;83;31.68
87;84;79.39
87;85;77.78
87;93;37.03
87;94;78.46
87;95;35.95
87;97;26.78
87;99;16.82
88;2;6.24
88;10;42.30
88;12;89.90
88;14;61.72
88;19;63.08
88;32;27.02
88;34;56.40
88;36;1.59
88;44;19.01
88;45;20.01
88;50;11.79
88;60;31.55
88;68;62.56
88;70;24.88
88;72;35.64
88;75;2.37
88;89;84.89
88;94;81.34
88;95;25.97
88;99;95.43
89;0;94.16
89;9;70.40
89;11;20.74
89;13;57.46
89;14;10.32
89;18;8.56
89;22;50.24
89;23;50.06
89;24;47.71
89;30;42.82
89;40;68.57
89;43;16.16
89;45;55.58
89;46;25.74
89;49;40.84
89;53;1.23
89;55;64.93
89;59;69.83
89;60;78.97
89;68;34.96
89;75;8.62
89;80;66.88
89;85;54.70
89;88;84.89
89;94;85.75
89;96;91.28
90;1;92.61
90;2;54.16
90;3;41.66
90;7;19.46
90;8;28.71
90;11;12.52
90;12;5.68
90;14;29.18
90;18;92.31
90;24;62.41
90;25;42.30
90;26;65.20
90;27;19.73
90;31;42.65
90;35;78.29
90;39;80.47
90;44;51.75
90;45;69.82
90;59;68.68
90;68;96.18
90;71;2.25
90;73;4.36
90;74;16.28
90;76;74.90
90;79;45.72
90;82;8.62
90;84;54.16
90;92;2.74
90;94;10.95
90;95;20.84
90;98;47.32
91;1;16.67
91;7;15.35
91;9;65.12
91;23;33.15
91;26;20.39
91;27;96.96
91;28;79.90
91;30;72.10
91;31;71.38
91;36;15.01
91;37;67.50
91;44;16.85
91;46;92.76
91;47;53.40
91;50;62.66
91;51;76.65
91;55;2.13
91;59;81.50
91;60;18.14
91;64;41.74
91;66;88.23
91;73;30.36
91;76;75.76
91;78;41.10
91;83;86.88
91;84;35.11
91;93;66.58
91;95;55.65
91;96;79.98
91;99;88.29
92;1;82.52
92;10;61.33
92;12;58.30
92;15;96.29
92;21;7.43
92;23;66.09
92;26;33.35
92;28;74.44
92;29;93.16
92;30;4.82
92;41;59.43
92;43;97.90
92;46;47.26
92;50;92.28
92;53;45.54
92;54;36.67
92;60;41.98
92;61;52.65
92;65;40.30
92;72;81.12
92;77;91.35
92;78;51.66
92;85;11.91
92;90;2.74
93;0;20.29
93;7;16.75
93;10;48.53
93;11;87.50
93;13;94.68
93;14;97.04
93;15;34.82
93;22;91.42
93;26;29.36
93;31;45.86
93;34;9.97
93;42;38.08
93;46;8.65
93;47;69.45
93;52;29.13
93;56;14.96
93;59;36.06
93;61;68.10
93;62;85.34
93;64;34.50
93;69;81.82
93;72;36.44
93;73;40.19
93;75;3.88
93;76;89.69
93;79;59.93
93;80;21.81
93;85;24.78
93;86;17.03
93;87;37.03
93;91;66.58
93;98;51.22
94;5;17.74
94;6;87.14
94;10;7.35
94;15;83.64
94;19;75.18
94;20;86.57
94;25;48.19
94;28;89.93
94;37;1.04
94;42;20.94
94;47;90.52
94;48;79.89
94;50;99.10
94;59;84.39
94;62;22.30
94;69;71.30
94;70;34.51
94;72;46.61
94;79;59.12
94;82;66.66
94;87;78.46
94;88;81.34
94;89;85.75
94;90;10.95
94;95;82.47
94;96;24.00
94;98;35.16
95;2;86.10
95;4;65.72
95;5;4.03
95;6;19.92
95;7;51.19
95;9;56.89
95;11;46.87
95;15;56.77
95;19;24.08
95;20;86.46
95;24;75.43
95;26;6.06
95;28;88.15
95;29;10.78
95;32;21.98
95;38;99.61
95;39;68.07
95;44;96.23
95;47;72.57
95;53;9.25
95;58;27.23
95;72;39.16
95;73;30.74
95;75;27.27
95;79;38.24
95;84;78.79
95;86;36.35
95;87;35.95
95;88;25.97
95;90;20.84
95;91;55.65
95;94;82.47
95;96;35.38
96;2;97.65
96;9;67.15
96;12;72.11
96;23;13.49
96;30;70.81
96;36;57.33
96;38;5.55
96;47;59.23
96;48;39.73
96;49;27.47
96;56;2.54
96;63;68.82
96;64;96.01
96;67;88.74
96;68;8.97
96;70;79.44
96;77;60.15
96;78;80.34
96;81;18.15
96;84;97.29
96;89;91.28
96;91;79.98
96;94;24.00
96;95;35.38
96;97;99.76
97;2;26.66
97;6;80.19
97;12;79.89
97;14;5.36
97;24;66.36
97;27;57.59
97;31;3.67
97;34;5.34
97;38;36.43
97;40;88.83
97;42;1.89
97;44;17.08
97;46;80.80
97;50;67.09
97;51;95.22
97;52;65.68
97;53;28.51
97;55;62.48
97;63;97.41
97;69;8.68
97;70;27.35
97;75;84.92
97;77;19.57
97;83;16.66
97;84;96.28
97;86;80.13
97;87;26.78
97;96;99.76
98;0;28.40
98;2;37.17
98;4;95.85
98;9;94.12
98;11;80.17
98;12;60.81
98;13;56.18
98;16;94.04
98;18;88.58
98;23;59.44
98;24;79.13
98;29;26.12
98;37;60.09
98;38;69.73
98;40;86.39
98;46;26.30
98;47;30.03
98;49;48.91
98;52;87.35
98;53;41.06
98;58;24.17
98;60;54.85
98;64;50.96
98;68;8.23
98;71;62.17
98;75;93.17
98;79;62.36
98;86;85.54
98;90;47.32
98;93;51.22
98;94;35.16
99;1;72.18
99;13;41.31
99;17;30.49
99;18;66.88
99;20;3.79
99;21;26.06
99;26;79.35
99;30;76.91
99;40;18.55
99;42;46.74
99;47;48.70
99;48;76.52
99;50;33.95
99;53;62.52
99;56;47.90
99;57;10.99
99;58;96.10
99;61;75.86
99;65;7.39
99;68;90.03
99;69;74.85
99;71;91.15
99;72;76.46
99;76;88.59
99;82;64.06
99;84;27.44
99;86;49.53
99;87;16.82
99;88;95.43
99;91;88.29
